____,N,___________,___,39.859936,116.426063,20/11/2017,24/11/2017,4,,450_,2,,,,,,,,,,,,,,
____,N,__________,___,39.8604701,116.4082224,20/11/2017,,,,512,1,,,,,,,,,,,,,,
____,N,_________________4______,___,39.888048,116.313437,,,,,80-100,1,,,,,,,,,,,,,,
____,N,_________85__________,___,39.85008,116.26091,,,,,,1,,,,,,,,,,,,,,
____,N,_______________________,___,39.81177,116.20388,,,,,,1,,,,,,,,,,,,,,
____,N,__________,___,39.84132,116.20956,,,,,,1,,,,,,,,,,,,,,
____,N,____________,___,39.825657,116.404622,19/11/2017,21/11/2017,2,,,1,,,,,,,,,,,,,,
____,N,______________,___,39.868776,116.431766,22/11/2017,2017-12 _,23,,,1,,,,,,,,,,,,,,
____,N,_______________,___,39.64124,116.69032,19/11/2017,24/11/2017,5,________,,1,,,,,,,,,,,,,,
____,N,__________,___,39.72685,116.37636,,,,,,1,,,,,,,,,,,,,,
____,N,_________6_______,___,39.70498,116.37837,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,39.7592701,116.345561,20/11/2017,27/11/2017,7,__________,,1,,,,,,,,,,,,,,
____,N,____________,___,39.721142,116.351676,20/11/2017,26/11/2017,6,__________,,1,,,,,,,,,,,,,,
____,N,__________,___,39.77933,116.280511,23/11/2017,27/11/2017,3,________,,1,,,,,,,,,,,,,,
____,N,________3_24___,___,39.8119041,116.53024,,26/11/2017,,_____,,1,,,,,,,,,,,,,,
____,N,_________________,___,39.65279,116.425195,,,,,300,1,,,,,,,,,,,,,,
____,N,________________,___,39.7296121,116.426995,20/11/2017,,,,,1,,,,,,,,,,,,,,
____,N,______________6_____,___,39.79513,116.35845,,,,,,1,,,,,,,,,,,,,,
____,N,_______________,___,39.76656831,116.3535938,,,,,500,1,,,,,,,,,,,,,,
____,N,__________________,___,39.797005,116.349784,,,,,3000,1,,,,,,,,,,,,,,
____,N,_____________,___,39.785674,116.291021,23/11/2017,27/11/2017,4,________,5000,1,,,,,,,,,,,,,,
____,N,______,___,40.079532,116.319573,24/11/2017,30/11/2017,6,_,200,2,,,,,,,,,,,,,,
____,N,___________,___,40.09917,116.28823,25/11/2017,30/11/2017,5,_____,,1,,,,,,,,,,,,,,
____,N,________,___,40.064174,116.402867,,,,_______,,1,,,,,,,,,,,,,,
____,N,__________________,___,40.0898306,116.4362865,24/11/2017,26/11/2017,2,_____,,1,,,,,,,,,,,,,,
____,N,_________,___,40.1201,116.297975,,,,,,1,,,,,,,,,,,,,,
____,N,_______________,___,40.0834675,116.2822939,22/11/2017,,,,,1,,,,,,,,,,,,,,
____,N,_________,___,40.067064,116.406022,22/11/2017,26/11/2017,4,________,,1,,,,,,,,,,,,,,
____,N,_________________7__6__B101_____,___,40.08361,116.41297,,29/11/2017,,__,,1,,,,,,,,,,,,,,
____,N,____________________,___,40.11082,116.29226,,,,,,1,,,,,,,,,,,,,,
____,N,__________,___,40.125013,116.32707,24/11/2017,29/11/2017,5,__,,1,,,,,,,,,,,,,,
____,N,_________,___,40.151131,116.290541,,,,,2931,1,,,,,,,,,,,,,,
____,N,_________________,___,40.1131831,116.305167,20/11/2017,23/11/2017,3,_____,,1,,,,,,,,,,,,,,
____,N,____________,___,40.10895,116.2905,,,,,,1,,,,,,,,,,,,,,
____,N,___________________,___,39.963734,116.556187,,,,,200,1,,,,,,,,,,,,,,
____,N,___________,___,39.91527,116.47893,19/11/2017,27/11/2017,8,,,1,,,,,,,,,,,,,,
____,N,______________________,___,39.8639115,116.4472655,24/11/2017,27/11/2017,3,__,,1,,,,,,,,,,,,,,
____,N,________________,___,39.841082,116.494307,24/11/2017,27/11/2017,3,__,800,1,,,,,,,,,,,,,,
____,N,_________________,___,39.869422,116.460165,24/11/2017,27/11/2017,3,_____,200,1,,,,,,,,,,,,,,
____,N,____________3_______,___,39.9526381,116.49793,,23/11/2017,,,,1,,,,,,,,,,,,,,
____,N,___________,___,39.841325,116.446591,,,,,36,1,,,,,,,,,,,,,,
____,N,__________,___,39.84349,116.47013,1/11/2017,29/11/2017,28,__,2__,2,,,,,,,,,,,,,,
____,N,__________,___,39.9556991,116.597101,24/11/2017,30/12/2017,6,_____ ____,,1,,,,,,,,,,,,,,
____,N,_________52___,___,40.0435,116.53248,25/11/2017,,,,,1,,,,,,,,,,,,,,
____,N,__________,___,39.86985,116.45181,,,,,,1,,,,,,,,,,,,,,
____,N,__________,___,39.913407,116.565751,,,,,200,1,,,,,,,,,,,,,,
____,N,__________8__-___________________,___,40.0552166,116.4105485,24/11/2017,30/11/2017,6,_____,,1,,,,,,,,,,,,,,
____,N,_________,___,40.003369,116.505731,24/11/2017,30/11/2017,6,,,2,,,,,,,,,,,,,,
____,N,___________,___,39.9616516,116.630227,21/11/2017,24/11/2017,3,,,1,,,,,,,,,,,,,,
____,N,______________,___,39.9883,116.63591,,27/11/2017,,,,1,,,,,,,,,,,,,,
____,N,_________________,___,40.0067057,116.5704185,,,,,,1,,,,,,,,,,,,,,
____,N,_______________(____)_____,___,40.04088,116.50991,,5/12/2017,,_____,,1,,,,,,,,,,,,,,
____,N,_____________________,___,39.958953,116.521695,20/11/2017,23/11/2017,3,_____,,1,,,,,,,,,,,,,,
____,N,_____,___,40.01651745,116.464315,,,,,,3,,,,,,,,,,,,,,
____,N,______,___,39.963164,116.359237,,,,,10,3,,,,,,,,,,,,,,
____,N,__________,___,40.032425,116.310117,22/11/2017,25/11/2017,3,________,,1,,,,,,,,,,,,,,
____,N,___________,___,40.0415654,116.2934453,,,,,,1,,,,,,,,,,,,,,
____,N,__________,___,39.90229,116.328976,,,,,200,1,,,,,,,,,,,,,,
____,N,_______________,___,39.956437,116.2606699,22/11/2017,22/11/2017,0,__,,1,,,,,,,,,,,,,,
____,N,_________,___,39.957691,116.272995,,,,,,1,,,,,,,,,,,,,,
____,N,___________10________,___,40.04579,116.28361,,,,,,1,,,,,,,,,,,,,,
____,N,___________________,___,40.04812869,116.2613206,,,,,1000,1,,,,,,,,,,,,,,
____,N,___________,___,40.062902,116.324975,25/11/2017,26/11/2017,1,_______,,1,,,,,,,,,,,,,,
____,N,____________16______,___,40.03897,116.25006,,,,,,1,,,,,,,,,,,,,,
____,N,______________________,___,39.915453,116.370684,,,,,10,1,,,,,,,,,,,,,,
____,N,___________________11_____,___,39.81612,116.54179,,,,,,1,,,,,,,,,,,,,,
____,N,____________,___,39.82192552,116.5530864,,,,,,1,,,,,,,,,,,,,,
____,N,_____________ÑÑ_8___,___,39.910768,116.575356,22/11/2017,30/11/2017,8,__________,__,2,,,,,,,,,,,,,,
____,N,_____________,___,39.819689,116.554052,21/11/2017,26/11/2017,5,_____,1000,1,,,,,,,,,,,,,,
____,N,_________27_,___,39.848825,116.703651,,,,,,1,,,,,,,,,,,,,,
____,N,___________________,___,39.95752,116.71436,25/11/2017,27/11/2017,2,,,1,,,,,,,,,,,,,,
____,N,____________621_,___,39.941706,116.750232,22/11/2017,24/11/2017,2,,,1,,,,,,,,,,,,,,
____,N,_________,___,39.918787,116.655363,22/11/2017,25/11/2017,3,_____,,1,,,,,,,,,,,,,,
____,N,_____________,___,39.92913,116.6627,,,,,,1,,,,,,,,,,,,,,
____,N,_________________________,___,39.726275,116.561171,23/11/2017,24/11/2017,1,,,1,,,,,,,,,,,,,,
____,N,_______________,___,39.7686781,116.556785,,,,,,1,,,,,,,,,,,,,,
____,N,_____,___,39.770602,116.56291,,,,,250,3,,,,,,,,,,,,,,
____,N,_____________,___,40.09492648,116.5586039,,,,,___________,1,,,,,,,,,,,,,,
____,N,__________-_________,___,40.1012071,116.553505,20/11/2017,23/11/2017,3,,,1,,,,,,,,,,,,,,
____,N,____________,___,40.13009,116.49649,,,,,,1,,,,,,,,,,,,,,
____,N,________________,___,40.13966676,116.5623592,,,,,,1,,,,,,,,,,,,,,
____,N,___________________,___,40.140079,116.560733,17/11/2017,23/11/2017,6,__,800-900,1,,,,,,,,,,,,,,
____,Y,____________,___,39.852442,116.401064,,,,,,2,,,,,,,,,,,,,,
____,Y,__________,___,39.809325,116.40156,,,,,,2,,,,,,,,,,,,,,
____,Y,________________,___,39.850927,116.398036,,,,,,2,,,,,,,,,,,,,,
____,Y,__________18_______,___,39.794873,116.370149,,,,,,2,,,,,,,,,,,,,,
____,Y,_____________,___,39.844006,116.381813,,,,,,2,,,,,,,,,,,,,,
____,Y,___________________21__4_414____,___,39.81186,116.52268,,,,,,2,,,,,,,,,,,,,,
____,Y,_________,___,39.812895,116.436516,,,,,,2,,,,,,,,,,,,,,
____,Y,__________,___,39.715515,116.353379,,,,,,2,,,,,,,,,,,,,,
____,Y,______________,___,39.777704,116.383048,,,,,,2,,,,,,,,,,,,,,
____,Y,______________,___,39.731145,116.426301,,,,,,2,,,,,,,,,,,,,,
____,Y,_________59________4______,___,39.714417,116.345887,,,,,,2,,,,,,,,,,,,,,
____,Y,_________,___,39.743298,116.340296,,,,,,2,,,,,,,,,,,,,,
____,Y,__________,___,40.234095,116.292979,,,,,,2,,,,,,,,,,,,,,
____,Y,____________,___,40.063735,116.334457,,,,,,2,,,,,,,,,,,,,,
____,Y,______________,___,40.099958,116.288413,,,,,,2,,,,,,,,,,,,,,
____,Y,__________,___,39.915264,116.573471,,,,,,2,,,,,,,,,,,,,,
____,Y,__________,___,39.834353,116.494356,,,,,,2,,,,,,,,,,,,,,
____,Y,__________,___,39.834358,116.494263,,,,,,2,,,,,,,,,,,,,,
____,Y,______________,___,39.847695,116.455533,,,,,,2,,,,,,,,,,,,,,
____,Y,_________,___,39.937136,116.530691,,,,,,2,,,,,,,,,,,,,,
____,Y,__________,___,39.890552,116.612441,,,,,,2,,,,,,,,,,,,,,
____,Y,_______________,___,39.980756,116.589271,,,,,,2,,,,,,,,,,,,,,
____,Y,_______________,___,40.035365,116.306736,,,,,,2,,,,,,,,,,,,,,
____,Y,____________-_______,___,39.973464,116.358367,,,,,,2,,,,,,,,,,,,,,
____,Y,____________,___,39.954514,116.278556,,,,,,2,,,,,,,,,,,,,,
____,Y,_____________,___,39.95675,116.257905,,,,,,2,,,,,,,,,,,,,,
____,Y,_________________,___,39.9619,116.370371,,,,,,2,,,,,,,,,,,,,,
____,Y,___________,___,40.005279,116.272077,,,,,,2,,,,,,,,,,,,,,
____,Y,__________,___,40.10303,116.291654,,,,,,2,,,,,,,,,,,,,,
____,Y,_______________,___,39.843491,116.470131,,,,,,2,,,,,,,,,,,,,,
____,N,___________81_,___,39.954828,116.417609,,,,,,1,,,,,,,,,,,,,,
____,N,_________65_____,___,39.823785,116.396438,,,,,,1,,,,,,,,,,,,,,
____,N,_______________,___,39.850041,116.260898,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,39.825468,116.404615,,,,,,2,,,,,,,,,,,,,,
____,N,__________________,___,39.862211,116.260694,,,,,,1,,,,,,,,,,,,,,
____,N,__________88_,___,39.809996,116.157365,,,,,,1,,,,,,,,,,,,,,
____,N,___________,___,39.886381,116.318938,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,39.837205,116.463335,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,39.865338,116.187488,,,,,,1,,,,,,,,,,,,,,
____,N,_______________,___,39.863767,116.425859,,,,,,2,,,,,,,,,,,,,,
____,N,_________111______________,___,39.852824,116.345682,,,,,,1,,,,,,,,,,,,,,
____,N,______________,___,39.846292,116.325825,,,,,,1,,,,,,,,,,,,,,
____,N,_________________,___,39.8956,116.281675,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,39.854335,116.431877,,,,,,1,,,,,,,,,,,,,,
____,N,________________,___,39.766556,116.299706,,,,,,1,,,,,,,,,,,,,,
____,N,_______________,___,39.809957,116.418945,,,,,,1,,,,,,,,,,,,,,
____,N,____________,___,39.726925,116.376267,,,,,,2,,,,,,,,,,,,,,
____,N,___________,___,39.781914,116.41032,,,,,,1,,,,,,,,,,,,,,
____,N,______________,___,39.621367,116.504753,,,,,,1,,,,,,,,,,,,,,
____,N,_________84_________,___,39.781895,116.331064,,,,,,1,,,,,,,,,,,,,,
____,N,__________________,___,39.806414,116.427951,,,,,,1,,,,,,,,,,,,,,
____,N,____________,___,39.804722,116.437881,,,,,,1,,,,,,,,,,,,,,
____,N,____________,___,39.809647,116.450126,,,,,,1,,,,,,,,,,,,,,
____,N,__________50_____,___,39.809789,116.418856,,,,,,1,,,,,,,,,,,,,,
____,N,_________,___,39.580843,116.306977,,,,,,1,,,,,,,,,,,,,,
____,N,______________,___,39.751179,116.292988,,,,,,1,,,,,,,,,,,,,,
____,N,__________75______19___,___,39.781933,116.289812,,,,,,1,,,,,,,,,,,,,,
____,N,_______________,___,39.786767,116.345593,,,,,,1,,,,,,,,,,,,,,
____,N,_______________________,___,39.704988,116.378369,,,,,,1,,,,,,,,,,,,,,
____,N,_____________20_,___,39.924597,116.450959,,,,,,1,,,,,,,,,,,,,,
____,N,__________,___,40.031974,116.275921,,,,,,2,,,,,,,,,,,,,,
____,N,___________________25__,___,39.955061,116.319289,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,40.063068,116.664064,,,,,,1,,,,,,,,,,,,,,
____,N,______________,___,40.053032,116.41235,,,,,,2,,,,,,,,,,,,,,
____,N,______________,___,40.287721,116.628748,,,,,,1,,,,,,,,,,,,,,
____,N,_________________,___,39.769878,116.171008,,,,,,1,,,,,,,,,,,,,,
____,N,__________10_,___,39.730478,116.134125,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,40.076726,116.300625,,,,,,1,,,,,,,,,,,,,,
____,N,__________,___,40.147354,116.295805,,,,,,1,,,,,,,,,,,,,,
____,N,______________,___,40.127644,116.408455,,,,,,1,,,,,,,,,,,,,,
____,N,_________,___,40.103558,116.29055,,,,,,1,,,,,,,,,,,,,,
____,N,___________,___,40.088212,116.458977,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,40.268848,116.217323,,,,,,1,,,,,,,,,,,,,,
____,N,_________,___,40.104179,116.292236,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,40.110207,116.282242,,,,,,2,,,,,,,,,,,,,,
____,N,________________,___,40.099122,116.288205,,,,,,2,,,,,,,,,,,,,,
____,N,______________,___,40.083668,116.412888,,,,,,1,,,,,,,,,,,,,,
____,N,__________________32__,___,40.075256,116.426299,,,,,,1,,,,,,,,,,,,,,
____,N,___________,___,40.070494,116.410972,,,,,,1,,,,,,,,,,,,,,
____,N,__________________,___,40.061597,116.341156,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,40.111884,116.29175,,,,,,1,,,,,,,,,,,,,,
____,N,_______________(________)_____,___,40.110828,116.292262,,,,,,1,,,,,,,,,,,,,,
____,N,_____________________________,___,40.105359,116.284714,,,,,,1,,,,,,,,,,,,,,
____,N,__________,___,40.110334,116.275796,,,,,,2,,,,,,,,,,,,,,
____,N,___________32_,___,40.058778,116.337967,,,,,,1,,,,,,,,,,,,,,
____,N,___________51________,___,40.062751,116.340176,,,,,,1,,,,,,,,,,,,,,
____,N,___________85__xian/xiang__,___,40.059123,116.341238,,,,,,1,,,,,,,,,,,,,,
____,N,_________________,___,40.143898,116.297039,,,,,,1,,,,,,,,,,,,,,
____,N,_________________,___,40.1448,116.301232,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,40.12406,116.326815,,,,,,2,,,,,,,,,,,,,,
____,N,_________,___,40.06219,116.3415,,,,,,1,,,,,,,,,,,,,,
____,N,__________,___,40.09821,116.283514,,,,,,1,,,,,,,,,,,,,,
____,N,__________,___,40.065826,116.553955,,,,,,1,,,,,,,,,,,,,,
____,N,_______________,___,40.145196,116.296899,,,,,,1,,,,,,,,,,,,,,
____,N,_______________14_______,___,40.116327,116.303998,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,39.992455,116.632158,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,40.003005,116.565675,,,,,,1,,,,,,,,,,,,,,
____,N,_____________52__,___,40.051821,116.539938,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,39.972253,116.627821,,,,,,1,,,,,,,,,,,,,,
____,N,___________________,___,39.849105,116.463618,,,,,,1,,,,,,,,,,,,,,
____,N,_____________B________,___,39.861137,116.460693,,,,,,1,,,,,,,,,,,,,,
____,N,______________,___,39.863743,116.453531,,,,,,2,,,,,,,,,,,,,,
____,N,_________3____,___,39.835717,116.473806,,,,,,1,,,,,,,,,,,,,,
____,N,_________8___,___,39.908469,116.581186,,,,,,1,,,,,,,,,,,,,,
____,N,______________8_8_,___,40.056289,116.407267,,,,,,1,,,,,,,,,,,,,,
____,N,________________,___,39.909674,116.555977,,,,,,1,,,,,,,,,,,,,,
____,N,____________,___,39.835343,116.440568,,,,,,2,,,,,,,,,,,,,,
____,N,_______________155_______27_,___,40.040461,116.496826,,,,,,1,,,,,,,,,,,,,,
____,N,_______________241___,___,40.040461,116.496826,,,,,,2,,,,,,,,,,,,,,
____,N,_______________328___,___,39.999134,116.506189,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,40.001805,116.51662,,,,,,1,,,,,,,,,,,,,,
____,N,_________________,___,40.041118,116.511683,,,,,,1,,,,,,,,,,,,,,
____,N,___________________,___,40.040786,116.510078,,,,,,2,,,,,,,,,,,,,,
____,N,_____________,___,39.999508,116.53135,,,,,,1,,,,,,,,,,,,,,
____,N,____________,___,40.01589,116.505466,,,,,,3,,,,,,,,,,,,,,
____,N,________________,___,40.018717,116.504168,,,,,,1,,,,,,,,,,,,,,
____,N,__________________,___,40.019333,116.504652,,,,,,1,,,,,,,,,,,,,,
____,N,_______________,___,39.911107,116.454249,,,,,,1,,,,,,,,,,,,,,
____,N,______________,___,39.846416,116.4505,,,,,,2,,,,,,,,,,,,,,
____,N,___________2_____________,___,40.024656,116.520202,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,40.02424,116.452138,,,,,,1,,,,,,,,,,,,,,
____,N,__________558_______,___,39.990798,116.633971,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,39.849158,116.529125,,,,,,1,,,,,,,,,,,,,,
____,N,__________8_____________________,___,40.05551,116.412833,,,,,,2,,,,,,,,,,,,,,
____,N,_____________,___,39.894558,116.585931,,,,,,1,,,,,,,,,,,,,,
____,N,____________6_______,___,40.032058,116.424969,,,,,,1,,,,,,,,,,,,,,
____,N,_______________,___,39.839965,116.445976,,,,,,1,,,,,,,,,,,,,,
____,N,______________,___,39.88407,116.569448,,,,,,1,,,,,,,,,,,,,,
____,N,_________181_,___,40.017629,116.502197,,,,,,1,,,,,,,,,,,,,,
____,N,__________8_,___,40.002259,116.575878,,,,,,1,,,,,,,,,,,,,,
____,N,___________,___,39.988838,116.635694,,,,,,2,,,,,,,,,,,,,,
____,N,_______________,___,39.985886,116.631587,,,,,,1,,,,,,,,,,,,,,
____,N,________________,___,39.956015,116.600658,,,,,,2,,,,,,,,,,,,,,
____,N,_____________,___,39.99978,116.572142,,,,,,2,,,,,,,,,,,,,,
____,N,_______________,___,40.045827,116.506691,,,,,,1,,,,,,,,,,,,,,
____,N,__________________________,___,40.040786,116.510078,,,,,,2,,,,,,,,,,,,,,
____,N,________________ ___________,___,39.91005,116.49457,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,39.897278,116.538343,,,,,,1,,,,,,,,,,,,,,
____,N,________________1525_______,___,39.901331,116.522881,,,,,,1,,,,,,,,,,,,,,
____,N,_________________7_____,___,39.883195,116.600386,,,,,,1,,,,,,,,,,,,,,
____,N,________________,___,39.963249,116.303708,,,,,,1,,,,,,,,,,,,,,
____,N,_________________,___,40.069269,116.272451,,,,,,1,,,,,,,,,,,,,,
____,N,_________7______,___,39.985799,116.313773,,,,,,1,,,,,,,,,,,,,,
____,N,__________43__,___,39.965918,116.347533,,,,,,1,,,,,,,,,,,,,,
____,N,___________,___,40.027489,116.327844,,,,,,1,,,,,,,,,,,,,,
____,N,_____________,___,40.040166,116.252308,,,,,,1,,,,,,,,,,,,,,
____,N,________________,___,40.034817,116.244926,,,,,,1,,,,,,,,,,,,,,
____,N,____________149_,____,39.921479,116.169636,,,,,,1,,,,,,,,,,,,,,
____,N,___________86_______,____,39.898086,116.19045,,,,,,1,,,,,,,,,,,,,,
____,N,_________,___,39.914043,116.335876,,,,,,1,,,,,,,,,,,,,,
____,N,______________16_,___,39.94186,116.364879,,,,,,1,,,,,,,,,,,,,,
____,N,_______________,___,39.793648,116.360478,,,,,,2,,,,,,,,,,,,,,
____,N,_______________________,___,39.816027,116.541238,,,,,,2,,,,,,,,,,,,,,
____,N,____________,___,39.917962,116.661131,,,,,,1,,,,,,,,,,,,,,
____,N,______________,___,39.81569,116.546152,,,,,,1,,,,,,,,,,,,,,
____,N,______________,___,39.889971,116.463364,,,,,,2,,,,,,,,,,,,,,
____,N,__________21_____,___,39.905369,116.65252,,,,,,1,,,,,,,,,,,,,,
____,N,___________________________,___,39.799015,116.565684,,,,,,1,,,,,,,,,,,,,,
____,N,____________/_____,___,39.924841,116.645838,,,,,,1,,,,,,,,,,,,,,
____,N,_______________,___,39.895485,116.765672,,,,,,1,,,,,,,,,,,,,,
____,N,____________100_____,___,39.931452,116.659904,,,,,,1,,,,,,,,,,,,,,
____,N,______________,___,39.729275,116.55286,,,,,,1,,,,,,,,,,,,,,
____,N,___________________,___,39.76837,116.559064,,,,,,1,,,,,,,,,,,,,,
____,N,___________,___,40.034115,116.630814,,,,,,1,,,,,,,,,,,,,,
____,N,_________,___,40.135011,116.711294,,,,,,1,,,,,,,,,,,,,,
____,N,__________,___,40.119258,116.610847,,,,,,1,,,,,,,,,,,,,,
____,N,____________,___,40.034721,116.63932,,,,,,1,,,,,,,,,,,,,,
____,N,___________________,___,40.030114,116.625602,,,,,,1,,,,,,,,,,,,,,
____,N,__________________,____,39.928697,116.08416,,,,,,1,,,,,,,,,,,,,,
____,N,__________8___,___,39.909233,116.574121,,,,,,2,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
